peakx,peaky
135.0,0.017971848991474262
294.0,0.01692928474056213
454.0,0.017049707259636847
615.0,0.015201946699576203
775.0,0.018579028490695475
937.0,0.015945793004975704
1101.0,0.018842388283415723
1263.0,0.0168572390577363
1423.0,0.01726637493580311
1586.0,0.01842095203285179
1749.0,0.016095265881947003
1913.0,0.018763172212916103
2075.0,0.015873692535860535
2234.0,0.018323174872104626
2395.0,0.017033210056440134
2552.0,0.015333373813497427
2705.0,0.018529328202156352
2865.0,0.015464736479511658
3018.0,0.018571080538296134
3178.0,0.014947692605374437
3334.0,0.01739739651890001
3496.0,0.016067274835857192
3654.0,0.01732169343390892
3814.0,0.016434846647180486
3974.0,0.016478805742276417
4136.0,0.0171780695218089
4296.0,0.01638328403536507
4457.0,0.01624180058311478
4621.0,0.016396752117683412
4782.0,0.017089890405968672
4942.0,0.016072879435705737
5103.0,0.01715477287300155
5267.0,0.015398437800287986
5425.0,0.018773229752569766
5590.0,0.016301142000196375
5746.0,0.017684324604237293
5910.0,0.016316790462589992
6072.0,0.01724294623327978
6234.0,0.018162076535479587
6394.0,0.018659450994294165
6557.0,0.016356329644732385
6716.0,0.019260949591556217
6877.0,0.016332718193803417
7036.0,0.01889701121264964
7196.0,0.01770675396456403
7353.0,0.014933625559216035
7514.0,0.01396538413610653
7674.0,0.01926644276245789
7826.0,0.015730076866583988
7982.0,0.01305407110431436
8139.0,0.012139968010455087
8292.0,0.018819018086433766
8449.0,0.015559767834765452
8604.0,0.013433562467348944
8761.0,0.016337225850195196
8912.0,0.019951482776549328
9070.0,0.017647556961154456
9224.0,0.018616370944684258
9384.0,0.016644872339478232
9547.0,0.016107870859746035
9703.0,0.020549809140414155
9866.0,0.018132594368520456
10027.0,0.017634257101348055
10185.0,0.020046917277907635
10345.0,0.01801613337180915
10506.0,0.019108417838793672
10670.0,0.019970939106542268
10836.0,0.019348880060943447
10999.0,0.021933652435483567
11174.0,0.02138646498030629
11354.0,0.021671599866236943
11540.0,0.022743936797971848
11724.0,0.021703916740377346
11897.0,0.021449221808049215
