peakx,peaky
50.0,0.0634097647744155
153.0,0.05328719099228936
257.0,0.055949460484330575
357.0,0.06430002736106763
458.0,0.061840796298602736
556.0,0.06628780917429308
659.0,0.06193551780936476
758.0,0.055964070476549437
863.0,0.0673749721401538
963.0,0.05822963250891643
1063.0,0.07062853197217359
1163.0,0.06160193182949227
1265.0,0.06523898547188002
1368.0,0.05872643803718645
1468.0,0.0677982256705099
1571.0,0.0600667894533343
1674.0,0.06654184849187214
1777.0,0.06391560969887307
1875.0,0.07169705377889209
1976.0,0.06446592674725571
2077.0,0.06623949120012312
2180.0,0.06545278424382835
2282.0,0.06425906369374099
2391.0,0.06524966344632031
2496.0,0.06328009851822927
2602.0,0.06752807788977355
2709.0,0.06647546694597163
2815.0,0.06889245016436626
2921.0,0.05893333692231174
3027.0,0.0714634417841109
3132.0,0.06056052689339218
3236.0,0.0676535429618028
3344.0,0.061538940771189175
3449.0,0.05902894203698018
3558.0,0.0650782294517481
3663.0,0.06555797226805445
3768.0,0.06537114920930749
3873.0,0.0632593990287679
3980.0,0.0680237686001003
4084.0,0.06191906989576059
4189.0,0.07157841069779206
4297.0,0.06015146342260235
4402.0,0.06544105181662753
4508.0,0.061263167204063385
4610.0,0.06405190912175972
4713.0,0.06978056405401237
4813.0,0.06104018576605874
4914.0,0.06686462675096555
5015.0,0.06252043853903272
5115.0,0.0643953184187236
5214.0,0.057034273887673674
5313.0,0.06302281426629744
5410.0,0.05597389167824736
5510.0,0.06288186957690717
5609.0,0.060592528972360185
5708.0,0.06382694509580661
5810.0,0.05627385212981465
5913.0,0.06357911981625382
6016.0,0.057127630192906245
6121.0,0.06775580864743118
6226.0,0.06634889844935911
6325.0,0.06508813047954982
6429.0,0.061289624900038066
6530.0,0.061652188047942126
6632.0,0.06659173401037179
6730.0,0.06200231087894591
6832.0,0.06208036502542145
6930.0,0.05808491264621544
7031.0,0.06257146472446476
7131.0,0.06577621275284205
7229.0,0.06695579060245262
7327.0,0.05514984106571658
7426.0,0.06071567762830036
7524.0,0.05825857086691971
7622.0,0.06728015342121528
7722.0,0.06587235675087347
7820.0,0.06660745260750897
7920.0,0.05680648139673626
8021.0,0.06467081735627664
8123.0,0.0619466914662922
8224.0,0.06872421043297113
8325.0,0.060338033698515314
8426.0,0.06449170937427888
8529.0,0.06065349036839913
8630.0,0.06847949953650366
8730.0,0.06417494121833107
8830.0,0.06712291372094889
8931.0,0.06309701231842073
9030.0,0.06748641816166254
9130.0,0.06422840532340318
9227.0,0.06706026022915057
9325.0,0.0616534698090317
9421.0,0.059810564413113866
9514.0,0.06391694250491305
9609.0,0.05398732977476287
9708.0,0.057553727182939156
9805.0,0.05527289599087798
9905.0,0.062168137776170175
10002.0,0.05834062380100529
10099.0,0.06380610690387538
10197.0,0.05519133027282159
10295.0,0.06049174094843277
10393.0,0.06162127682106987
10489.0,0.06609030836201808
10587.0,0.0559353241581515
10683.0,0.061895299247152445
10780.0,0.05679815809582757
10877.0,0.06510314518585256
10974.0,0.06131660155069106
11070.0,0.06526582317350842
11168.0,0.059502147894036135
11265.0,0.06286356567364398
11363.0,0.06335218952511508
11457.0,0.06765573951472609
11556.0,0.06092343704471323
11655.0,0.062207719063163094
11753.0,0.05633485392287804
11853.0,0.06416376218197785
11953.0,0.05750433012484165
