peakx,peaky
89.0,0.050449834485762894
195.0,0.03613889286926517
290.0,0.0566230350851971
393.0,0.04265738670060643
489.0,0.04457741579772738
593.0,0.00072962100000000
685.0,0.03955532698694154
784.0,0.04202710788455355
884.0,0.021211904764319812
973.0,0.058354779008600595
1071.0,0.052919626196345
1170.0,0.05045094200183258
1272.0,0.009274148539812958
1364.0,0.06699581482110613
1460.0,0.05112455221853578
1559.0,0.051327289221660403
1656.0,0.050762986907910396
1755.0,0.05608874567309088
1859.0,0.05367666684337682
1955.0,0.02891353586013884
2057.0,0.043766094890951686
2156.0,0.029830054242030103
2252.0,0.0604521909876976
2360.0,0.035844972422935266
2468.0,0.012582360604036481
2566.0,0.044759171929305806
2677.0,0.02490723280515375
2774.0,0.04403098845746839
2877.0,0.00704174000000000
2981.0,0.027895418730762477
3076.0,0.04148935224927759
3174.0,0.046924820500464176
3277.0,0.04258477194382343
3385.0,0.024696395647674656
3478.0,0.04478725882429585
3590.0,0.03978322899729553
3691.0,0.03749610805056089
3794.0,0.028189347942747887
3896.0,0.05654562724355046
4108.0,0.03451297825781994
4204.0,0.03932084883547746
4305.0,0.04504391061365575
4414.0,0.010493991268891726
4513.0,0.035613887575451385
4612.0,0.049059158425649244
4722.0,0.01821795228171418
4831.0,0.03990576712458517
4930.0,0.022241539862640134
5031.0,0.04141565270934001
5142.0,0.03436745538010013
5249.0,0.030502148249212678
5463.0,0.046224265134488976
5668.0,0.016244716259613275
5773.0,0.04784814342941543
5880.0,0.028276686496591517
5976.0,0.048703425702857774
6080.0,0.045804565261012724
6185.0,0.05326227041969925
6286.0,0.017981713788255048
6378.0,0.06594816333328656
6477.0,0.04958282333789135
6573.0,0.047997882828792617
6670.0,0.06430650208954708
6768.0,0.052490273453478224
6872.0,0.05288210915742485
6972.0,0.046783165684884095
7064.0,0.06912718525188558
7162.0,0.04321718507775436
7263.0,0.05056151588238746
7359.0,0.06021133388139887
7460.0,0.0485036560666396
7559.0,0.05468491263635663
7663.0,0.04466673027387437
7769.0,0.054389155511948284
7878.0,0.034878430388130384
7981.0,0.010512552112120129
8186.0,0.04731338447323771
8292.0,0.00779362000000000
8391.0,0.026829743069679977
8488.0,0.04534155073800989
8693.0,0.04431635488261539
8793.0,0.03490155296960969
8899.0,0.01607436202295088
8998.0,0.05206165477495581
9096.0,0.04760434707852463
9199.0,0.04336752145979511
9299.0,0.031043453607171194
9400.0,0.04651378520667969
9499.0,0.039875615489411
9592.0,0.0514549798838871
9691.0,0.05041059637397447
9785.0,0.050095095459497266
9888.0,0.050469459528717286
9985.0,0.049642411710313666
10080.0,0.0592844195505007
10183.0,0.051307829917235405
10282.0,0.05915036983398481
10386.0,0.037753128977643935
10480.0,0.05543020371938236
10579.0,0.06241796052530334
10684.0,0.04519140856109083
10780.0,0.056015319979308115
10881.0,0.04585858171536047
10978.0,0.05651570313702732
11081.0,0.03997491950350854
11176.0,0.06451722597011546
11268.0,0.05598674710815276
11374.0,0.04568423863760941
11463.0,0.05355943748038609
11554.0,0.057193430859201824
11655.0,0.05576049407407445
11751.0,0.04092338567818498
11842.0,0.061000118872232174
11939.0,0.05063115787487027
