peakx,peaky
63.0,0.012089991557193053
153.0,0.011475588517584807
242.0,0.00953184744391038
334.0,0.006208914733383536
424.0,0.010802264179530834
514.0,0.014657727037573854
604.0,0.009157933100656573
694.0,0.01121748402685106
788.0,0.009558281245751895
879.0,0.010969959677474949
970.0,0.011760178261209751
1062.0,0.014603163141150182
1152.0,0.012800937244355482
1243.0,0.009824084237777472
1337.0,0.009421488323214496
1428.0,0.011993717528212239
1519.0,0.014656604503775338
1608.0,0.011188499477321156
1704.0,0.00967762423002854
1795.0,0.010199797058930623
1887.0,0.014331084662776515
1978.0,0.012609850371107817
2072.0,0.009887247923347817
2165.0,0.00948492640985303
2255.0,0.013547909585019653
2345.0,0.013233631161408764
2437.0,0.009251048781468187
2532.0,0.008320998961466364
2626.0,0.012035644733307104
2712.0,0.014937874916637586
2797.0,0.012065936104861785
2893.0,0.00954447509667488
2987.0,0.010831040846373336
3082.0,0.015643451881982677
3173.0,0.015022099222107153
3266.0,0.010162785580230201
3358.0,0.008189752672266317
3452.0,0.010557191765131155
3546.0,0.01520628653346376
3638.0,0.014016556703197751
3732.0,0.01207194173076177
3824.0,0.009590598540971697
3921.0,0.010492360936426238
4013.0,0.013882899408252564
4104.0,0.016626647872989023
4194.0,0.012546655557461098
4290.0,0.009159458262372924
4381.0,0.010350524371089092
4476.0,0.015455467108395283
4567.0,0.013583036324204868
4662.0,0.009179448671617511
4758.0,0.009876928707026368
4849.0,0.012816842608026364
4941.0,0.015090536802032806
5035.0,0.009122134927058583
5131.0,0.00912522521656581
5228.0,0.012115527575257393
5321.0,0.01708575422866617
5416.0,0.014135549578694118
5512.0,0.008854842400997402
5607.0,0.01075853320044752
5703.0,0.015148114285929694
5795.0,0.01833263689054935
5888.0,0.012170024652934637
5988.0,0.010876130908705768
6080.0,0.009993670451976692
6176.0,0.014341105754476266
6271.0,0.012642922688497494
6364.0,0.01122882728225183
6459.0,0.010625096471512874
6558.0,0.010584614401361327
6653.0,0.01704199940385761
6748.0,0.0178350304665193
6841.0,0.013395671043010746
6937.0,0.008355105989440855
7034.0,0.010676613595968679
7129.0,0.01395962311498046
7223.0,0.017078486111952396
7318.0,0.01265171069186899
7415.0,0.007892047963482047
7512.0,0.01169640641156012
7607.0,0.017033286554094827
7702.0,0.016799276072901263
7795.0,0.009865980503516402
7892.0,0.010971008496089653
7987.0,0.014145122940100088
8083.0,0.01572269190087685
8175.0,0.012605126985130522
8273.0,0.010518755605158065
8369.0,0.01219831674410125
8467.0,0.013557651894083892
8562.0,0.015035538276798576
8657.0,0.018074232048461484
8752.0,0.013002444320086888
8851.0,0.011318132081042409
8946.0,0.013182475690738929
9043.0,0.017195432948800927
9138.0,0.018077445843683204
9234.0,0.013083671465689159
9333.0,0.01182955152556582
9430.0,0.014415198655965572
9526.0,0.017836822715692684
9621.0,0.015005859364986355
9720.0,0.010347922116595965
9820.0,0.01312798871519788
9915.0,0.016578397781537104
10011.0,0.019144110086347366
10108.0,0.013693259946779333
10205.0,0.011069857543875301
10304.0,0.014578299369397748
10400.0,0.020598397026777317
10496.0,0.017333153779953855
10595.0,0.01193240332415593
10698.0,0.011450225212892969
10809.0,0.0172771158182929
10912.0,0.021526326152082744
11013.0,0.01568359043013474
11118.0,0.011187027881034664
11219.0,0.015232779094471306
11326.0,0.02211963577806788
11425.0,0.017538635570234197
11520.0,0.0113104584638839
11621.0,0.011192583034781121
11721.0,0.014781267598530615
11821.0,0.019945719947566744
11918.0,0.015756341491281675
