REDsignal,IRsignal
0.5374992370605468,0.6331752777099610
0.5308977127075195,0.6309917449951171
0.5308977127075195,0.6309917449951171
0.5376525878906250,0.6314008712768554
0.5376525878906250,0.6314008712768554
0.5357276916503906,0.6353050231933594
0.5357276916503906,0.6353050231933594
0.5329565048217774,0.6294971466064453
0.5329565048217774,0.6294971466064453
0.5386796951293945,0.6354978561401367
0.5386796951293945,0.6354978561401367
0.5328340530395508,0.6324050903320312
0.5328340530395508,0.6324050903320312
0.5374889373779297,0.6321224212646485
0.5374889373779297,0.6321224212646485
0.5361968994140625,0.6362411499023437
0.5361968994140625,0.6362411499023437
0.5334863662719727,0.6300710678100586
0.5334863662719727,0.6300710678100586
0.5400655746459960,0.6360191345214844
0.5400655746459960,0.6360191345214844
0.5323007583618163,0.6327810287475586
0.5323007583618163,0.6327810287475586
0.5379764556884765,0.6332502365112305
0.5379764556884765,0.6332502365112305
0.5367788314819336,0.6375715255737304
0.5367788314819336,0.6375715255737304
0.5351966857910156,0.6317127227783202
0.5351966857910156,0.6317127227783202
0.5400283813476562,0.6377912521362304
0.5400283813476562,0.6377912521362304
0.5331727981567382,0.6354085922241210
0.5331727981567382,0.6354085922241210
0.5389606475830078,0.6357364654541016
0.5389606475830078,0.6357364654541016
0.5386831283569335,0.6399278640747070
0.5386831283569335,0.6399278640747070
0.5351274490356445,0.6337303161621094
0.5351274490356445,0.6337303161621094
0.5409187316894531,0.6404857635498047
0.5409187316894531,0.6404857635498047
0.5339149475097656,0.6372024536132812
0.5339149475097656,0.6372024536132812
0.5405347824096679,0.6370399475097656
0.5405347824096679,0.6370399475097656
0.5381286621093749,0.6401756286621093
0.5381286621093749,0.6401756286621093
0.5355554580688476,0.6347087860107422
0.5355554580688476,0.6347087860107422
0.5413461685180664,0.6413286209106445
0.5413461685180664,0.6413286209106445
0.5348659515380859,0.6370954513549805
0.5348659515380859,0.6370954513549805
0.5385274887084961,0.6335649490356445
0.5385274887084961,0.6335649490356445
0.5351057052612305,0.6336107254028320
0.5351057052612305,0.6336107254028320
0.5303993225097656,0.6234821319580078
0.5303993225097656,0.6234821319580078
0.5352230072021484,0.6262876510620117
0.5352230072021484,0.6262876510620117
0.5261054992675781,0.6202611923217773
0.5261054992675781,0.6202611923217773
0.5306808471679687,0.6186967849731445
0.5247344970703125,0.6186967849731445
0.5287107467651367,0.6211103439331055
0.5287107467651367,0.6211103439331055
0.5265890121459961,0.6145191192626953
0.5265890121459961,0.6145191192626953
0.5309583663940429,0.6198097229003906
0.5309583663940429,0.6198097229003906
0.5241474151611328,0.6170991897583008
0.5241474151611328,0.6170991897583008
0.5297075271606445,0.6172136306762696
0.5297075271606445,0.6172136306762696
0.5294443130493164,0.6213838577270507
0.5294443130493164,0.6213838577270507
0.5262405395507812,0.6156068801879883
0.5262405395507812,0.6156068801879883
0.5321147918701171,0.6228286743164062
0.5321147918701171,0.6228286743164062
0.5257776260375976,0.6209873199462891
0.5257776260375976,0.6209873199462891
0.5328432083129883,0.6223171234130859
0.5328432083129883,0.6223171234130859
0.5314115524291992,0.6274040222167968
0.5314115524291992,0.6274040222167968
0.5295495986938477,0.6235845565795898
0.5295495986938477,0.6235845565795898
0.5358747482299805,0.6314123153686523
0.5358747482299805,0.6314123153686523
0.5308284759521484,0.6301797866821289
0.5308284759521484,0.6301797866821289
0.5361253738403320,0.6314146041870117
0.5361253738403320,0.6314146041870117
0.5356550216674805,0.6370330810546875
0.5356550216674805,0.6370330810546875
0.5334457397460938,0.6322351455688476
0.5334457397460938,0.6322351455688476
0.5405010223388672,0.6393161773681640
0.5405010223388672,0.6393161773681640
0.5330022811889649,0.6365409851074219
0.5330022811889649,0.6365409851074219
0.5388696670532226,0.6374376296997070
0.5388696670532226,0.6374376296997070
0.5375713348388672,0.6417119979858398
0.5375713348388672,0.6417119979858398
0.5360321044921875,0.6357479095458984
0.5360321044921875,0.6357479095458984
0.5406108856201172,0.6413269042968750
0.5406108856201172,0.6413269042968750
0.5336391448974609,0.6384939193725586
0.5336391448974609,0.6384939193725586
0.5390333175659180,0.6386329650878906
0.5390333175659180,0.6386329650878906
0.5387689590454101,0.6425971984863281
0.5387689590454101,0.6425971984863281
0.5351251602172852,0.6361948013305664
0.5351251602172852,0.6361948013305664
0.5407985687255860,0.6427820205688476
0.5407985687255860,0.6427820205688476
0.5339796066284179,0.6399696350097656
0.5339796066284179,0.6399696350097656
0.5405902862548828,0.6404783248901367
0.5405902862548828,0.6404783248901367
0.5387008666992187,0.6444293975830078
0.5387008666992187,0.6444293975830078
0.5362855911254882,0.6392040252685547
0.5362855911254882,0.6392040252685547
0.5421243667602539,0.6459651947021484
0.5421243667602539,0.6459651947021484
0.5367233276367187,0.6438016891479492
0.5367233276367187,0.6438016891479492
0.5416860580444336,0.6438783645629883
0.5416860580444336,0.6438783645629883
0.5409811019897460,0.6491729736328125
0.5409811019897460,0.6491729736328125
0.5386127471923828,0.6438829421997070
0.5386127471923828,0.6438829421997070
0.5457429885864258,0.6506406784057617
0.5457429885864258,0.6506406784057617
0.5381275177001953,0.6480194091796875
0.5381275177001953,0.6480194091796875
0.5439256668090821,0.6487340927124023
0.5439256668090821,0.6487340927124023
0.5431451797485352,0.6531291961669922
0.5431451797485352,0.6531291961669922
0.5409873962402344,0.6461425781250000
0.5409873962402344,0.6461425781250000
0.5449676513671875,0.6493869781494140
0.5449676513671875,0.6493869781494140
0.5361345291137695,0.6422744750976562
0.5361345291137695,0.6422744750976562
0.5389446258544922,0.6364133834838867
0.5389446258544922,0.6364133834838867
0.5359605789184571,0.6349405288696289
0.5359605789184571,0.6349405288696289
0.5298837661743164,0.6237762451171874
0.5298837661743164,0.6237762451171874
0.5335950851440430,0.6264020919799804
0.5335950851440430,0.6264020919799804
0.5251665115356445,0.6207944869995117
0.5251665115356445,0.6207944869995117
0.5305984497070312,0.6187620162963867
0.5305984497070312,0.6187620162963867
0.5280824661254883,0.6216379165649414
0.5280824661254883,0.6216379165649414
0.5248329162597656,0.6152469635009765
0.5248329162597656,0.6152469635009765
0.5304725646972656,0.6212968826293945
0.5304725646972656,0.6212968826293945
0.5245382308959960,0.6186985015869141
0.5245382308959960,0.6186985015869141
0.5292892456054688,0.6188089370727539
0.5292892456054688,0.6188089370727539
0.5288120269775390,0.6240308761596679
0.5288120269775390,0.6240308761596679
0.5341615676879883,0.6241104125976562
0.5333135604858398,0.6241104125976562
0.5295627593994140,0.6215354919433593
0.5295627593994140,0.6215354919433593
0.5326051712036133,0.6278949737548828
0.5326051712036133,0.6278949737548828
0.5264625549316406,0.6231925964355468
0.5264625549316406,0.6231925964355468
0.5345678329467773,0.6277645111083984
0.5345678329467773,0.6277645111083984
0.5302694320678710,0.6298822402954102
0.5302694320678710,0.6298822402954102
0.5322269439697266,0.6273502349853516
0.5322269439697266,0.6273502349853516
0.5343641281127930,0.6339694976806640
0.5343641281127930,0.6339694976806640
0.5309514999389648,0.6290788650512695
0.5309514999389648,0.6290788650512695
0.5378454208374023,0.6338207244873046
0.5378454208374023,0.6338207244873046
0.5329948425292969,0.6360071182250976
